Категория;Предназначение;Наименование;;Номенклатурный номер;Диаметр;Длинна;Вид покрытия;Класс прочности;Резьба;мкм;Шаг резьбы;Фасовка;Еденица измерения;Цена;Вес за еденицу;;
;;;41;4382015098;10;35;Без покрытия;10.9;Неполная;;1,5;;;4,59;28,78;;
;;;41;4382015099;10;35;Цинк (белый);10.9;Неполная;6;1,5;;;5,01;28,78;;
;;;41;4382010029;10;35;Без покрытия;5.8;Неполная;;1,5;;;3,42;28,78;;
;;;41;4382010030;10;35;Цинк (белый);5.8;Неполная;6;1,5;;;3,84;28,78;;
;;;41;4382011801;10;35;Без покрытия;8.8;Неполная;;1,5;;;4,42;28,78;;
;;;41;4382011802;10;35;Цинк (белый);8.8;Неполная;6;1,5;;;4,84;28,78;;
;;;41;4382015096;10;40;Без покрытия;10.9;Неполная;;1,5;;;4,59;32,05;;
;;;41;4382015097;10;40;Цинк (белый);10.9;Неполная;6;1,5;;;5,01;32,05;;
;;;41;4382010031;10;40;Без покрытия;5.8;Неполная;;1,5;;;3,42;32,05;;
;;;41;4382010032;10;40;Цинк (белый);5.8;Неполная;6;1,5;;;3,84;32,05;;
;;;41;4382011853;10;40;Без покрытия;8.8;Неполная;;1,5;;;4,42;32,05;;
;;;41;4382014437;10;40;Цинк (желтый);8.8;Неполная;6;1,5;;;4,88;32,05;;
;;;41;4382011854;10;40;Цинк (белый);8.8;Неполная;6;1,5;;;4,84;32,05;;
;;;41;4382015246;10;45;Без покрытия;10.9;Неполная;;1,5;;;4,59;35,17;;
;;;41;4382016037;10;45;Цинк (белый);10.9;Неполная;6;1,5;;;5,01;35,17;;
;;;41;4382010033;10;45;Без покрытия;5.8;Неполная;;1,5;;;3,42;35,17;;
;;;41;4382010034;10;45;Цинк (белый);5.8;Неполная;6;1,5;;;3,84;35,17;;
;;;41;4382011849;10;45;Без покрытия;8.8;Неполная;;1,5;;;4,42;35,17;;
;;;41;4382011850;10;45;Цинк (белый);8.8;Неполная;6;1,5;;;4,84;35,17;;
;;;41;4382014978;10;50;Без покрытия;10.9;Неполная;;1,5;;;4,59;38,26;;
;;;41;4382014979;10;50;Цинк (белый);10.9;Неполная;6;1,5;;;5,01;35,99;;
;;;41;4382010035;10;50;Без покрытия;5.8;Неполная;;1,5;;;3,42;38,26;;
;;;41;4382010701;10;50;Цинк (желтый);5.8;Неполная;6;1,5;;;3,88;38,26;;
;;;41;4382010036;10;50;Цинк (белый);5.8;Неполная;6;1,5;;;3,84;38,26;;
;;;41;4382011855;10;50;Без покрытия;8.8;Неполная;;1,5;;;4,42;38,26;;
;;;41;4382011856;10;50;Цинк (белый);8.8;Неполная;6;1,5;;;4,84;38,26;;
;;;41;4382016038;10;55;Без покрытия;10.9;Неполная;;1,5;;;4,59;40,94;;
;;;41;4382016039;10;55;Цинк (белый);10.9;Неполная;6;1,5;;;5,01;40,94;;
;;;41;4382010139;10;55;Без покрытия;5.8;Неполная;;1,5;;;3,42;40,94;;
;;;41;4382010141;10;55;Цинк (белый);5.8;Неполная;6;1,5;;;3,84;40,94;;
;;;41;4382012320;10;55;Без покрытия;8.8;Неполная;;1,5;;;4,42;40,94;;
;;;41;4382014180;10;55;Цинк (желтый);8.8;Неполная;6;1,5;;;4,88;40,94;;
;;;41;4382012321;10;55;Цинк (белый);8.8;Неполная;6;1,5;;;4,84;40,94;;
;;;41;4382015026;10;60;Без покрытия;10.9;Неполная;;1,5;;;4,59;44,21;;
;;;41;4382015027;10;60;Цинк (белый);10.9;Неполная;6;1,5;;;5,01;44,21;;
;;;41;4382010142;10;60;Без покрытия;5.8;Неполная;;1,5;;;3,42;44,21;;
;;;41;4382010144;10;60;Цинк (белый);5.8;Неполная;6;1,5;;;3,84;44,21;;
;;;41;4382012327;10;60;Без покрытия;8.8;Неполная;;1,5;;;4,42;44,21;;
;;;41;4382014175;10;60;Цинк (желтый);8.8;Неполная;6;1,5;;;4,88;44,21;;
;;;41;4382011986;10;60;Цинк (белый);8.8;Неполная;6;1,5;;;4,84;44,21;;
;;;41;4382015966;10;65;Без покрытия;10.9;Неполная;;1,5;;;4,59;46,93;;
;;;41;4382015967;10;65;Цинк (белый);10.9;Неполная;6;1,5;;;5,01;46,93;;
;;;41;4382010145;10;65;Без покрытия;5.8;Неполная;;1,5;;;3,42;46,93;;
;;;41;4382010147;10;65;Цинк (белый);5.8;Неполная;6;1,5;;;3,84;46,93;;
;;;41;4382012288;10;65;Без покрытия;8.8;Неполная;;1,5;;;4,42;46,93;;
;;;41;4382012289;10;65;Цинк (белый);8.8;Неполная;6;1,5;;;4,84;46,93;;
;;;41;4382010148;10;70;Без покрытия;5.8;Неполная;;1,5;;;3,42;50,57;;
;;;41;4382010150;10;70;Цинк (белый);5.8;Неполная;6;1,5;;;3,84;50,57;;
;;;41;4382011803;10;70;Без покрытия;8.8;Неполная;;1,5;;;4,42;50,57;;
;;;41;4382011804;10;70;Цинк (белый);8.8;Неполная;6;1,5;;;4,84;50,57;;
;;;41;4382015472;10;70;Без покрытия;10.9;Неполная;;1,5;;;4,59;50,57;;
;;;41;4382015473;10;70;Цинк (белый);10.9;Неполная;6;1,5;;;5,01;50,57;;
;;;41;4382015374;10;75;Без покрытия;10.9;Неполная;;1,5;;;4,59;52,36;;
;;;41;4382010151;10;75;Без покрытия;5.8;Неполная;;1,5;;;3,42;52,36;;
;;;41;4382010153;10;75;Цинк (белый);5.8;Неполная;6;1,5;;;3,84;52,36;;
;;;41;4382012628;10;75;Без покрытия;8.8;Неполная;;1,5;;;4,42;52,36;;
;;;41;4382011987;10;75;Цинк (белый);8.8;Неполная;6;1,5;;;4,84;52,36;;
;;;41;4382015375;10;75;Цинк (белый);10.9;Неполная;6;1,5;;;5,01;52,36;;
;;;41;4382015485;10;80;Без покрытия;10.9;Неполная;;1,5;;;4,59;56,05;;
;;;41;4382015564;10;80;Цинк (белый);10.9;Неполная;6;1,5;;;5,01;59,04;;
;;;41;4382014905;10;80;Цинк (белый);4.8;Неполная;6;1,5;;;3,84;56,05;;
;;;41;4382010154;10;80;Без покрытия;5.8;Неполная;;1,5;;;3,42;56,05;;
;;;41;4382010156;10;80;Цинк (белый);5.8;Неполная;6;1,5;;;3,84;56,05;;
;;;41;4382012200;10;80;Без покрытия;8.8;Неполная;;1,5;;;4,42;56,05;;
;;;41;4382012201;10;80;Цинк (белый);8.8;Неполная;6;1,5;;;4,84;56,05;;
;;;41;4382016041;10;85;Цинк (белый);10.9;Неполная;6;1,5;;;5,01;59,44;;
;;;41;4382010157;10;85;Без покрытия;5.8;Неполная;;1,5;;;3,42;59,44;;
;;;41;4382010159;10;85;Цинк (белый);5.8;Неполная;6;1,5;;;3,84;59,44;;
;;;41;4382012639;10;85;Без покрытия;8.8;Неполная;;1,5;;;4,42;59,44;;
;;;41;4382012640;10;85;Цинк (белый);8.8;Неполная;6;1,5;;;4,84;59,44;;
;;;41;4382015014;10;90;Без покрытия;10.9;Неполная;;1,5;;;4,59;61,7;;
;;;41;4382015015;10;90;Цинк (белый);10.9;Неполная;6;1,5;;;5,01;61,7;;
;;;41;4382010160;10;90;Без покрытия;5.8;Неполная;;1,5;;;3,42;61,7;;
;;;41;4382010162;10;90;Цинк (белый);5.8;Неполная;6;1,5;;;3,84;61,7;;
;;;41;4382012467;10;90;Без покрытия;8.8;Неполная;;1,5;;;4,42;61,7;;
;;;41;4382012468;10;90;Цинк (белый);8.8;Неполная;6;1,5;;;4,84;61,7;;
;;;41;4382012255;10;95;Без покрытия;5.8;Неполная;;1,5;;;3,42;64,52;;
;;;41;4382012256;10;95;Цинк (белый);5.8;Неполная;6;1,5;;;3,84;64,52;;
;;;41;4382013957;10;95;Без покрытия;8.8;Неполная;;1,5;;;4,42;64,52;;
;;;41;4382013958;10;95;Цинк (белый);8.8;Неполная;6;1,5;;;4,84;64,52;;
;;;41;4382015561;10;100;Без покрытия;10.9;Неполная;;1,5;;;4,59;68,09;;
;;;41;4382011693;10;100;Без покрытия;5.8;Неполная;;1,5;;;3,42;68,09;;
;;;41;4382010165;10;100;Цинк (белый);5.8;Неполная;6;1,5;;;3,84;68,09;;
;;;41;4382012457;10;100;Без покрытия;8.8;Неполная;;1,5;;;4,42;68,09;;
;;;41;4382012458;10;100;Цинк (белый);8.8;Неполная;6;1,5;;;4,84;68,09;;
;;;41;4382015562;10;100;Цинк (белый);10.9;Неполная;6;1,5;;;5,01;68,09;;
;;;41;4382015012;10;110;Без покрытия;10.9;Неполная;;1,5;;;4,59;74,1;;
;;;41;4382015013;10;110;Цинк (белый);10.9;Неполная;6;1,5;;;5,01;74,1;;
;;;41;4382010166;10;110;Без покрытия;5.8;Неполная;;1,5;;;3,42;74,1;;
;;;41;4382010168;10;110;Цинк (белый);5.8;Неполная;6;1,5;;;3,84;74,1;;
;;;41;4382012459;10;110;Без покрытия;8.8;Неполная;;1,5;;;4,42;74,1;;
;;;41;4382012460;10;110;Цинк (белый);8.8;Неполная;6;1,5;;;4,84;74,1;;
;;;41;4382014727;10;110;Цинк (желтый);8.8;Неполная;6;1,5;;;4,88;74,1;;
;;;41;4382014982;10;120;Без покрытия;10.9;Неполная;;1,5;;;4,59;80,91;;
;;;41;4382011088;10;120;Без покрытия;5.8;Неполная;;1,5;;;3,42;80,91;;
;;;41;4382011090;10;120;Цинк (белый);5.8;Неполная;6;1,5;;;3,84;80,91;;
;;;41;4382012329;10;120;Без покрытия;8.8;Неполная;;1,5;;;4,42;80,91;;
;;;41;4382012328;10;120;Цинк (белый);8.8;Неполная;6;1,5;;;4,84;80,91;;
;;;41;4382017335;10;120;Цинк (желтый);8.8;Неполная;6;1,5;;;4,88;80,91;;
;;;41;4382014984;10;130;Без покрытия;10.9;Неполная;;1,5;;;4,59;85,88;;
;;;41;4382014985;10;130;Цинк (белый);10.9;Неполная;6;1,5;;;5,01;85,88;;
;;;41;4382011092;10;130;Без покрытия;5.8;Неполная;;1,5;;;3,42;85,88;;
;;;41;4382011094;10;130;Цинк (белый);5.8;Неполная;6;1,5;;;3,84;85,88;;
;;;41;4382012461;10;130;Без покрытия;8.8;Неполная;;1,5;;;4,42;85,88;;
;;;41;4382012462;10;130;Цинк (белый);8.8;Неполная;6;1,5;;;4,84;85,88;;
;;;41;4382016799;10;140;Без покрытия;10.9;Неполная;;1,5;;;4,59;92,47;;
;;;41;4382011096;10;140;Без покрытия;5.8;Неполная;;1,5;;;3,42;92,47;;
;;;41;4382011098;10;140;Цинк (белый);5.8;Неполная;6;1,5;;;3,84;92,47;;
;;;41;4382012463;10;140;Без покрытия;8.8;Неполная;;1,5;;;4,42;92,47;;
;;;41;4382014707;10;140;Цинк (желтый);8.8;Неполная;6;1,5;;;4,88;92,47;;
;;;41;4382012464;10;140;Цинк (белый);8.8;Неполная;6;1,5;;;4,84;92,47;;
;;;41;4382016800;10;140;Цинк (белый);10.9;Неполная;6;1,5;;;5,01;92,47;;
;;;41;4382011100;10;150;Без покрытия;5.8;Неполная;;1,5;;;3,42;102;;
;;;41;4382011102;10;150;Цинк (белый);5.8;Неполная;6;1,5;;;3,84;102;;
;;;41;4382012465;10;150;Без покрытия;8.8;Неполная;;1,5;;;4,42;102;;
;;;41;4382012466;10;150;Цинк (белый);8.8;Неполная;6;1,5;;;4,84;102;;
;;;41;4382013446;10;150;Цинк (белый);5.8;Неполная;6;1,5;;;3,84;102,18;;
;;;41;4382015969;12;20;Цинк (белый);10.9;Неполная;6;1,75;;;5,05;31,26;;
;;;41;4382010079;12;20;Без покрытия;5.8;Неполная;;1,75;;;3,46;31,26;;
;;;41;4382010081;12;20;Цинк (белый);5.8;Неполная;6;1,75;;;3,88;31,26;;
;;;41;4382012479;12;20;Без покрытия;8.8;Неполная;;1,75;;;4,46;31,26;;
;;;41;4382012480;12;20;Цинк (белый);8.8;Неполная;6;1,75;;;4,88;31,26;;
;;;41;4382015971;12;25;Цинк (белый);10.9;Неполная;6;1,75;;;5,05;34,36;;
;;;41;4382010082;12;25;Без покрытия;5.8;Неполная;;1,75;;;3,46;34,36;;
;;;41;4382010084;12;25;Цинк (белый);5.8;Неполная;6;1,75;;;3,88;34,36;;
;;;41;4382011811;12;25;Без покрытия;8.8;Неполная;;1,75;;;4,46;34,36;;
;;;41;4382011812;12;25;Цинк (белый);8.8;Неполная;6;1,75;;;4,88;34,36;;
;;;41;4382015970;12;25;Без покрытия;10.9;Неполная;;1,75;;;4,63;34,36;;
;;;41;4382015277;12;30;Горячий цинк;5.8;Неполная;70;2;;;4,39;38,26;;
;;;41;4382015102;12;30;Без покрытия;10.9;Неполная;;1,75;;;4,63;38,26;;
;;;41;4382015103;12;30;Цинк (белый);10.9;Неполная;6;1,75;;;5,05;38,26;;
;;;41;4382010037;12;30;Без покрытия;5.8;Неполная;;1,75;;;3,46;38,26;;
;;;41;4382011995;12;30;Цинк (белый);5.8;Неполная;6;1,75;;;3,88;38,26;;
;;;41;4382011814;12;30;Без покрытия;8.8;Неполная;;1,75;;;4,46;38,26;;
;;;41;4382011815;12;30;Цинк (белый);8.8;Неполная;6;1,75;;;4,88;38,26;;
;;;41;4382015104;12;35;Без покрытия;10.9;Неполная;;1,75;;;4,63;41,32;;
;;;41;4382015105;12;35;Цинк (белый);10.9;Неполная;6;1,75;;;5,05;45,34;;
;;;41;4382010039;12;35;Без покрытия;5.8;Неполная;;1,75;;;3,46;45,34;;
;;;41;4382011996;12;35;Цинк (белый);5.8;Неполная;6;1,75;;;3,88;45,34;;
;;;41;4382011817;12;35;Без покрытия;8.8;Неполная;;1,75;;;4,46;45,34;;
;;;41;4382011818;12;35;Цинк (белый);8.8;Неполная;6;1,75;;;4,88;45,34;;
;;;41;4382015100;12;40;Без покрытия;10.9;Неполная;;1,75;;;4,63;49,78;;
;;;41;4382015101;12;40;Цинк (белый);10.9;Неполная;6;1,75;;;5,05;49,78;;
;;;41;4382010041;12;40;Без покрытия;5.8;Неполная;;1,75;;;3,46;49,78;;
;;;41;4382014894;12;40;Цинк (желтый);5.8;Неполная;6;1,75;;;3,92;49,78;;
;;;41;4382012047;12;40;Цинк (белый);5.8;Неполная;6;1,75;;;3,88;49,78;;
;;;41;4382011835;12;40;Без покрытия;8.8;Неполная;;1,75;;;4,46;49,78;;
;;;41;4382011836;12;40;Цинк (белый);8.8;Неполная;6;1,75;;;4,88;49,78;;
;;;41;4382015030;12;45;Без покрытия;10.9;Неполная;;1,75;;;4,63;54,22;;
;;;41;4382015031;12;45;Цинк (белый);10.9;Неполная;6;1,75;;;5,05;49,97;;
;;;41;4382010043;12;45;Без покрытия;5.8;Неполная;;1,75;;;3,46;54,22;;
;;;41;4382011997;12;45;Цинк (белый);5.8;Неполная;6;1,75;;;3,88;54,22;;
;;;41;4382011838;12;45;Без покрытия;8.8;Неполная;;1,75;;;4,46;54,22;;
;;;41;4382014168;12;45;Цинк (желтый);8.8;Неполная;6;1,75;;;4,92;54,22;;
;;;41;4382011839;12;45;Цинк (белый);8.8;Неполная;6;1,75;;;4,88;54,22;;
;;;41;4382015032;12;50;Без покрытия;10.9;Неполная;;1,75;;;4,63;58,67;;
;;;41;4382015033;12;50;Цинк (белый);10.9;Неполная;6;1,75;;;5,05;54,18;;
;;;41;4382010045;12;50;Без покрытия;5.8;Неполная;;1,75;;;3,46;58,67;;
;;;41;4382011998;12;50;Цинк (белый);5.8;Неполная;6;1,75;;;3,88;58,67;;
;;;41;4382011870;12;50;Без покрытия;8.8;Неполная;;1,75;;;4,46;58,67;;
;;;41;4382011872;12;50;Цинк (белый);8.8;Неполная;6;1,75;;;4,88;58,67;;
;;;41;4382015107;12;55;Цинк (белый);10.9;Неполная;6;1,75;;;5,05;58,48;;
;;;41;4382010047;12;55;Без покрытия;5.8;Неполная;;1,75;;;3,46;63,11;;
;;;41;4382011999;12;55;Цинк (белый);5.8;Неполная;6;1,75;;;3,88;63,11;;
;;;41;4382012330;12;55;Без покрытия;8.8;Неполная;;1,75;;;4,46;63,11;;
;;;41;4382012331;12;55;Цинк (белый);8.8;Неполная;6;1,75;;;4,88;63,11;;
;;;41;4382015034;12;60;Без покрытия;10.9;Неполная;;1,75;;;4,63;62,79;;
;;;41;4382015035;12;60;Цинк (белый);10.9;Неполная;6;1,75;;;5,05;62,79;;
;;;41;4382010049;12;60;Без покрытия;5.8;Неполная;;1,75;;;3,46;67,55;;
;;;41;4382012019;12;60;Цинк (белый);5.8;Неполная;6;1,75;;;3,88;67,55;;
;;;41;4382012231;12;60;Без покрытия;8.8;Неполная;;1,75;;;4,46;67,55;;
;;;41;4382012232;12;60;Цинк (белый);8.8;Неполная;6;1,75;;;4,88;67,55;;
;;;41;4382017532;12;60;Без покрытия;8.8;Неполная;;1,75;;;4,46;67,55;;
;;;41;4382015474;12;65;Без покрытия;10.9;Неполная;;1,75;;;4,63;71,99;;
;;;41;4382010051;12;65;Без покрытия;5.8;Неполная;;1,75;;;3,46;71,99;;
;;;41;4382012000;12;65;Цинк (белый);5.8;Неполная;6;1,75;;;3,88;71,99;;
;;;41;4382012332;12;65;Без покрытия;8.8;Неполная;;1,75;;;4,46;71,99;;
;;;41;4382012333;12;65;Цинк (белый);8.8;Неполная;6;1,75;;;4,88;71,99;;
;;;41;4382015475;12;65;Цинк (белый);10.9;Неполная;6;1,75;;;5,05;67,34;;
;;;41;4382015036;12;70;Без покрытия;10.9;Неполная;;1,75;;;4,63;76,44;;
;;;41;4382015037;12;70;Цинк (белый);10.9;Неполная;6;1,75;;;5,05;76,44;;
;;;41;4382010053;12;70;Без покрытия;5.8;Неполная;;1,75;;;3,46;76,44;;
;;;41;4382012001;12;70;Цинк (белый);5.8;Неполная;6;1,75;;;3,88;76,44;;
;;;41;4382011805;12;70;Без покрытия;8.8;Неполная;;1,75;;;4,46;76,44;;
;;;41;4382011806;12;70;Цинк (белый);8.8;Неполная;6;1,75;;;4,88;76,44;;
;;;41;4382014971;12;75;Без покрытия;10.9;Неполная;;1,75;;;4,63;76,61;;
;;;41;4382014972;12;75;Цинк (белый);10.9;Неполная;6;1,75;;;5,05;80,88;;
;;;41;4382010055;12;75;Без покрытия;5.8;Неполная;;1,75;;;3,46;80,88;;
;;;41;4382012002;12;75;Цинк (белый);5.8;Неполная;6;1,75;;;3,88;80,88;;
;;;41;4382012481;12;75;Без покрытия;8.8;Неполная;;1,75;;;4,46;80,88;;
;;;41;4382012482;12;75;Цинк (белый);8.8;Неполная;6;1,75;;;4,88;80,88;;
;;;41;4382015108;12;80;Без покрытия;10.9;Неполная;;1,75;;;4,63;80,89;;
;;;41;4382015109;12;80;Цинк (белый);10.9;Неполная;6;1,75;;;5,05;80,89;;
;;;41;4382010057;12;80;Без покрытия;5.8;Неполная;;1,75;;;3,46;85,33;;
;;;41;4382012003;12;80;Цинк (белый);5.8;Неполная;6;1,75;;;3,88;85,33;;
;;;41;4382011873;12;80;Без покрытия;8.8;Неполная;;1,75;;;4,46;85,33;;
;;;41;4382011874;12;80;Цинк (белый);8.8;Неполная;6;1,75;;;4,88;85,33;;
;;;41;4382011104;12;85;Без покрытия;5.8;Неполная;;1,75;;;3,46;89,77;;
;;;41;4382012004;12;85;Цинк (белый);5.8;Неполная;6;1,75;;;3,88;89,77;;
;;;41;4382013071;12;85;Без покрытия;8.8;Неполная;;1,75;;;4,46;89,77;;
;;;41;4382013072;12;85;Цинк (белый);8.8;Неполная;6;1,75;;;4,88;89,77;;
;;;41;4382015723;12;85;Цинк (белый);10.9;Неполная;6;1,75;;;5,05;89,77;;
;;;41;4382015144;12;90;Без покрытия;10.9;Неполная;;1,75;;;4,63;94,2;;
;;;41;4382015145;12;90;Цинк (белый);10.9;Неполная;6;1,75;;;5,05;94,2;;
;;;41;4382011107;12;90;Без покрытия;5.8;Неполная;;1,75;;;3,46;94,2;;
;;;41;4382012005;12;90;Цинк (белый);5.8;Неполная;6;1,75;;;3,88;94,2;;
;;;41;4382011808;12;90;Без покрытия;8.8;Неполная;;1,75;;;4,46;94,2;;
;;;41;4382011809;12;90;Цинк (белый);8.8;Неполная;6;1,75;;;4,88;94,2;;
;;;41;4382016050;12;95;Цинк (белый);10.9;Неполная;6;1,75;;;5,05;93,32;;
;;;41;4382011660;12;95;Без покрытия;5.8;Неполная;;1,75;;;3,46;98,64;;
;;;41;4382012006;12;95;Цинк (белый);5.8;Неполная;6;1,75;;;3,88;98,64;;
;;;41;4382013763;12;95;Без покрытия;8.8;Неполная;;1,75;;;4,46;93,32;;
;;;41;4382013764;12;95;Цинк (белый);8.8;Неполная;6;1,75;;;4,88;93,32;;
;;;41;4382015028;12;100;Без покрытия;10.9;Неполная;;1,75;;;4,63;97,85;;
;;;41;4382015029;12;100;Цинк (белый);10.9;Неполная;6;1,75;;;5,05;97,85;;
;;;41;4382013183;12;100;Цинк (белый);4.8;Неполная;6;1,75;;;3,88;97,85;;
;;;41;4382011110;12;100;Без покрытия;5.8;Неполная;;1,75;;;3,46;97,85;;
;;;41;4382011989;12;100;Цинк (белый);5.8;Неполная;6;1,75;;;3,88;97,85;;
;;;41;4382012477;12;100;Без покрытия;8.8;Неполная;;1,75;;;4,46;97,85;;
;;;41;4382012478;12;100;Цинк (белый);8.8;Неполная;6;1,75;;;4,88;97,85;;
;;;41;4382014646;12;105;Без покрытия;8.8;Неполная;;1,75;;;4,46;107,5;;
;;;41;4382014647;12;105;Цинк (белый);8.8;Неполная;6;1,75;;;4,88;107,5;;
;;;41;4382014986;12;110;Без покрытия;10.9;Неполная;;1,75;;;4,63;106,04;;
;;;41;4382014987;12;110;Цинк (белый);10.9;Неполная;6;1,75;;;5,05;106,04;;
;;;41;4382011113;12;110;Без покрытия;5.8;Неполная;;1,75;;;3,46;106,04;;
;;;41;4382011990;12;110;Цинк (белый);5.8;Неполная;6;1,75;;;3,88;106,04;;
;;;41;4382012334;12;110;Без покрытия;8.8;Неполная;;1,75;;;4,46;106,04;;
;;;41;4382012335;12;110;Цинк (белый);8.8;Неполная;6;1,75;;;4,88;106,04;;
;;;41;4382017531;12;110;Без покрытия;8.8;Неполная;;1,75;;;4,46;95,08;;
;;;41;4382011116;12;120;Без покрытия;5.8;Неполная;;1,75;;;3,46;114,23;;
